model_key,country,axis,intercept_1,N,C,P,NC,NP,CP,NCP
anthropic-haiku45,South Korea,trait,-0.5558206444764315,-0.1373265360835137,0.1373265360835137,-0.1373265360835137,-0.1373265360835137,0.1373265360835137,-0.1373265360835137,0.1373265360835137
anthropic-haiku45,Spain,domain,-0.21731436933865533,-0.07347333311276487,0.47583281122128995,-0.47583281122129,-0.07347333311276487,0.07347333311276487,-0.47583281122129,0.07347333311276487
anthropic-haiku45,Spain,role,1.9518006205071594,0.14662716315401914,0.06519730194278162,0.2765217668729157,-0.05203636857142602,0.25962344408978366,-0.047798978992982744,-0.2485596918387734
anthropic-haiku45,Spain,trait,-0.4184941083929179,-0.2746530721670274,0.0,-0.2746530721670274,0.0,0.2746530721670274,-1.3877787807814457e-17,1.3877787807814457e-17
anthropic-haiku45,Sri Lanka,domain,0.6715226460336982,0.07347333311276492,-0.2852977982095658,-0.4130042041510635,0.20117973905426256,0.07347333311276487,-0.11706167989895931,0.20117973905426256
anthropic-haiku45,Sri Lanka,role,2.2699053030251095,-0.011887031647542512,-0.39500624947203566,-0.04895842174125764,-0.040940241769259145,-0.19415682909404475,0.2274429092985124,-0.3023220418232083
anthropic-haiku45,Sri Lanka,trait,-0.5558206444764316,-0.13732653608351364,-0.1373265360835137,-0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137,-0.1373265360835137
anthropic-haiku45,Thailand,domain,-0.2907877024514202,0.4023594781085251,0.4023594781085251,0.0,0.4023594781085251,0.0,0.0,0.0
anthropic-haiku45,Thailand,role,2.321778152323751,0.10153401219131125,0.09803132792391162,-0.30029580470214257,-0.15875700324757958,-0.007777991539578921,0.03420521329588477,-0.38396981400713187
anthropic-haiku45,Thailand,trait,-0.28116757230940415,0.13732653608351372,-0.13732653608351372,0.1373265360835137,-0.41197960825054114,-0.1373265360835137,0.1373265360835137,-0.1373265360835137
anthropic-haiku45,Turkey,domain,-0.14384103622589045,-0.2746530721670274,-2.7755575615628914e-17,-0.5493061443340549,0.2746530721670274,0.27465307216702745,4.163336342344337e-17,-0.2746530721670274
anthropic-haiku45,Turkey,role,1.997001739125405,0.10980512452463775,-0.04722355304763487,-0.4307061430291236,0.08048285289386292,0.24630640724642888,0.009106404636566479,0.17529333114612827
anthropic-haiku45,Turkey,trait,-0.4919674415056828,-0.2011797390542625,-0.20117973905426256,-0.20117973905426256,0.20117973905426256,0.20117973905426256,0.20117973905426256,-0.20117973905426256
anthropic-haiku45,United Arab Emirates,domain,0.02592439929325885,0.04205902957765162,0.16976543551914924,-0.7190715798532041,0.04205902957765162,-0.04205902957765163,-0.1697654355191493,-0.04205902957765163
anthropic-haiku45,United Arab Emirates,role,2.1983104668629148,0.1187430718567492,-0.01815198924927025,0.06103759488405214,0.09795959679594707,-0.2665024165711819,0.27156588079730637,-0.11158694821303994
anthropic-haiku45,United Arab Emirates,trait,-0.5558206444764316,0.1373265360835137,0.1373265360835137,-0.1373265360835137,0.1373265360835137,-0.1373265360835137,-0.1373265360835137,-0.1373265360835137
anthropic-haiku45,United States,domain,0.7016071497931794,0.31538230196904704,0.2840915162305456,-0.7177417800775722,0.009438444063518153,-0.1876758960275494,0.392921034045007,0.11826796187797953
anthropic-haiku45,United States,role,2.186872902942828,0.1868012489217672,-0.15646103467070027,-0.21555822918675788,-0.034073978341023936,0.2804360280580291,0.11287268788450583,-0.009514368445170562
anthropic-haiku45,United States,trait,-0.2907877024514202,-0.40235947810852507,0.0,-0.4023594781085251,0.0,0.4023594781085251,1.3877787807814457e-17,-1.3877787807814457e-17
anthropic-haiku45,Vietnam,domain,0.6003143805600826,0.2576778795221446,-0.2576778795221447,-0.6164490108444753,-0.1948492724519182,-0.1299714735806471,-0.41933467075340786,0.06714286651042049
anthropic-haiku45,Vietnam,role,2.3530211385717776,-0.01002461160894147,-0.2184078661441789,-0.21686465136740868,0.16661793861408009,0.030942730539970154,0.15579894274362455,0.18126341402028073
anthropic-haiku45,Vietnam,trait,-0.2173143693386553,-0.07347333311276485,0.20117973905426254,0.20117973905426256,0.2011797390542626,0.2011797390542626,0.47583281122129006,-0.07347333311276485
anthropic-sonnet46,Argentina,domain,-0.21731436933865533,0.20117973905426256,-0.2011797390542625,-0.07347333311276488,-0.47583281122128995,0.20117973905426254,-0.20117973905426254,0.07347333311276487
anthropic-sonnet46,Argentina,role,1.9463249943102565,0.1905661982051562,-0.32720212479717364,0.046279131530890305,0.21837260698271227,0.1682049331171745,-0.031569006525156984,0.14039852433961836
anthropic-sonnet46,Argentina,trait,0.0573387028283721,-0.07347333311276487,-0.20117973905426254,0.07347333311276485,0.07347333311276487,-0.20117973905426256,0.47583281122129006,0.2011797390542626
anthropic-sonnet46,Australia,domain,0.057338702828372126,0.0734733331127649,-0.20117973905426256,-0.7504858833883175,-0.0734733331127649,-0.07347333311276487,0.20117973905426256,0.07347333311276491
anthropic-sonnet46,Australia,role,1.8742630280375343,-0.22808676236439296,-0.11925724454993164,-0.13615556733306372,-0.02284162434693543,0.0943920461672722,0.06908957068439386,-0.027326049518602347
